,word,output0,output1,output2,output3,output0_label,output1_label,output2_label,output3_label
16593,poesis,0.01,0.08,0.03,0.0,1,3,1,0
16594,poet,2.54,3.11,2.69,4.67,216,118,105,322
16595,poeta,0.0,0.03,0.0,0.01,0,1,0,1
16596,poetascipher,0.0,0.0,0.03,0.0,0,0,1,0
16597,poetcomememoirist,0.0,0.0,0.0,0.01,0,0,0,1
16598,poetess,0.0,0.0,0.03,0.0,0,0,1,0
16599,poetfriends,0.01,0.0,0.0,0.0,1,0,0,0
16600,poethero,0.0,0.11,0.0,0.0,0,4,0,0
16601,poetic,0.64,0.53,0.85,1.38,54,20,33,95
16602,poetica,0.06,0.03,0.05,0.03,5,1,2,2
16603,poetically,0.64,0.53,0.85,1.38,54,20,33,95
16604,poeticalshe,0.0,0.0,0.03,0.0,0,0,1,0
16605,poeticis,0.0,0.0,0.0,0.01,0,0,0,1
16606,poeticism,0.64,0.53,0.85,1.38,54,20,33,95
16607,poetics,0.64,0.53,0.85,1.38,54,20,33,95
16608,poeticsofplace,0.0,0.0,0.0,0.01,0,0,0,1
16609,poeticthinking,0.0,0.0,0.0,0.01,0,0,0,1
16610,poetin,0.01,0.0,0.0,0.0,1,0,0,0
16611,poetinresidence,0.0,0.0,0.0,0.03,0,0,0,2
16612,poetinresidencies,0.0,0.0,0.0,0.03,0,0,0,2
16613,poetmentor,0.0,0.03,0.0,0.0,0,1,0,0
16614,poetnarrator,0.01,0.0,0.0,0.0,1,0,0,0
16615,poetproblemsolver,0.01,0.0,0.0,0.0,1,0,0,0
16616,poetry,2.91,3.03,3.36,5.01,247,115,131,346
16617,poetryas,0.01,0.0,0.0,0.0,1,0,0,0
16618,poetrybrings,0.0,0.0,0.0,0.01,0,0,0,1
16619,poetrycoitus,0.01,0.0,0.0,0.0,1,0,0,0
16620,poetryespecially,0.0,0.0,0.0,0.01,0,0,0,1
16621,poetryfrom,0.01,0.0,0.0,0.0,1,0,0,0
16622,poetryhave,0.01,0.0,0.0,0.0,1,0,0,0
16623,poetryloving,0.0,0.03,0.0,0.0,0,1,0,0
16624,poetrylyric,0.0,0.03,0.0,0.0,0,1,0,0
16625,poetrymuch,0.0,0.0,0.0,0.01,0,0,0,1
16626,poetrypublishing,0.01,0.03,0.0,0.0,1,1,0,0
16627,poetryquiet,0.01,0.0,0.0,0.0,1,0,0,0
16628,poetryrelated,0.0,0.03,0.0,0.0,0,1,0,0
16629,poetrys,2.91,3.03,3.36,5.01,247,115,131,346
16630,poetrythat,0.01,0.0,0.0,0.0,1,0,0,0
16631,poetrywriting,0.0,0.03,0.0,0.0,0,1,0,0
16632,poets,2.54,3.11,2.69,4.67,216,118,105,322
16633,poetsartists,0.0,0.03,0.0,0.0,0,1,0,0
16634,poetsdoesnt,0.0,0.0,0.0,0.01,0,0,0,1
16635,poetsi,0.01,0.0,0.0,0.0,1,0,0,0
16636,poetsinto,0.0,0.0,0.0,0.01,0,0,0,1
16637,poetsister,0.01,0.0,0.0,0.0,1,0,0,0
16638,poetsmallarmés,0.0,0.0,0.0,0.01,0,0,0,1
16639,poetsoldier,0.0,0.0,0.0,0.01,0,0,0,1
16640,poetspeaker,0.06,0.0,0.0,0.0,5,0,0,0
16641,poetsshakespeare,0.0,0.0,0.0,0.01,0,0,0,1
16642,poetswhats,0.0,0.0,0.0,0.01,0,0,0,1
16643,poignancy,0.02,0.03,0.03,0.01,2,1,1,1
16644,poignant,0.09,0.11,0.15,0.17,8,4,6,12
16645,poignantly,0.09,0.11,0.15,0.17,8,4,6,12
16646,point,0.72,0.5,0.54,0.51,61,19,21,35
16647,pointed,0.72,0.5,0.54,0.51,61,19,21,35
16648,pointing,0.72,0.5,0.54,0.51,61,19,21,35
16649,points,0.72,0.5,0.54,0.51,61,19,21,35
16650,pointsharper,0.0,0.0,0.0,0.01,0,0,0,1
16651,pointy,0.0,0.0,0.03,0.0,0,0,1,0
16652,poise,0.04,0.03,0.0,0.01,3,1,0,1
16653,poised,0.04,0.03,0.0,0.01,3,1,0,1
16654,poison,0.06,0.03,0.05,0.04,5,1,2,3
16655,poisoned,0.06,0.03,0.05,0.04,5,1,2,3
16656,poisoneyed,0.01,0.0,0.0,0.0,1,0,0,0
16657,poisonous,0.06,0.03,0.05,0.04,5,1,2,3
16658,poked,0.01,0.03,0.0,0.01,1,1,0,1
16659,poker,0.0,0.0,0.0,0.01,0,0,0,1
16660,pokes,0.01,0.03,0.0,0.01,1,1,0,1
16661,poland,0.0,0.0,0.08,0.0,0,0,3,0
16662,polar,0.0,0.0,0.03,0.01,0,0,1,1
16663,pole,0.02,0.05,0.03,0.01,2,2,1,1
16664,polemic,0.0,0.0,0.0,0.01,0,0,0,1
16665,poles,0.02,0.05,0.03,0.01,2,2,1,1
16666,police,0.0,0.03,0.18,0.04,0,1,7,3
16667,policeman,0.01,0.0,0.0,0.0,1,0,0,0
16668,policies,0.01,0.0,0.0,0.0,1,0,0,0
16669,polish,0.07,0.0,0.0,0.01,6,0,0,1
16670,polished,0.07,0.0,0.0,0.01,6,0,0,1
16671,polishing,0.07,0.0,0.0,0.01,6,0,0,1
16672,polite,0.21,0.24,0.23,0.29,18,9,9,20
16673,politely,0.21,0.24,0.23,0.29,18,9,9,20
16674,politic,0.21,0.24,0.23,0.29,18,9,9,20
16675,political,0.21,0.24,0.23,0.29,18,9,9,20
16676,politicaleconomic,0.0,0.0,0.0,0.01,0,0,0,1
16677,politically,0.21,0.24,0.23,0.29,18,9,9,20
16678,politicallycharged,0.0,0.03,0.0,0.0,0,1,0,0
16679,politicalpoetical,0.01,0.0,0.0,0.0,1,0,0,0
16680,politician,0.02,0.0,0.0,0.0,2,0,0,0
16681,politicians,0.02,0.0,0.0,0.0,2,0,0,0
16682,politicizes,0.0,0.03,0.0,0.0,0,1,0,0
16683,politicospiritual,0.0,0.03,0.0,0.0,0,1,0,0
16684,politicrender,0.0,0.0,0.03,0.0,0,0,1,0
16685,politics,0.21,0.24,0.23,0.29,18,9,9,20
16686,polka,0.01,0.0,0.0,0.0,1,0,0,0
16687,polkadots,0.01,0.0,0.0,0.0,1,0,0,0
16688,pollen,0.01,0.0,0.0,0.0,1,0,0,0
16689,pollinger,0.0,0.0,0.0,0.04,0,0,0,3
16690,pollingers,0.0,0.0,0.0,0.04,0,0,0,3
16691,pollock,0.0,0.0,0.1,0.0,0,0,4,0
16692,pollocks,0.0,0.0,0.1,0.0,0,0,4,0
16693,pollute,0.0,0.0,0.0,0.06,0,0,0,4
16694,pollutes,0.0,0.0,0.0,0.06,0,0,0,4
16695,polluting,0.0,0.0,0.0,0.06,0,0,0,4
16696,pollution,0.0,0.0,0.0,0.06,0,0,0,4
16697,polo,0.01,0.0,0.0,0.0,1,0,0,0
16698,pololike,0.0,0.0,0.0,0.01,0,0,0,1
16699,polyester,0.01,0.0,0.0,0.0,1,0,0,0
16700,polyhedral,0.0,0.0,0.0,0.01,0,0,0,1
16701,polyhedron,0.0,0.0,0.0,0.01,0,0,0,1
16702,polymorphous,0.0,0.0,0.0,0.01,0,0,0,1
16703,polynesian,0.0,0.0,0.0,0.01,0,0,0,1
16704,polyphonic,0.0,0.0,0.0,0.03,0,0,0,2
16705,polyseamy,0.0,0.0,0.0,0.01,0,0,0,1
16706,pomegranate,0.05,0.0,0.18,0.01,4,0,7,1
16707,pomegranates,0.05,0.0,0.18,0.01,4,0,7,1
16708,pomp,0.01,0.0,0.0,0.01,1,0,0,1
16709,pompeii,0.0,0.0,0.0,0.03,0,0,0,2
16710,pompous,0.0,0.03,0.03,0.0,0,1,1,0
16711,pond,0.0,0.11,0.05,0.07,0,4,2,5
16712,ponder,0.02,0.03,0.03,0.01,2,1,1,1
16713,pondering,0.02,0.03,0.03,0.01,2,1,1,1
16714,ponders,0.02,0.03,0.03,0.01,2,1,1,1
16715,ponds,0.0,0.11,0.05,0.07,0,4,2,5
16716,pondsilence,0.0,0.03,0.0,0.0,0,1,0,0
16717,pong,0.0,0.03,0.0,0.0,0,1,0,0
16718,ponies,0.02,0.0,0.03,0.0,2,0,1,0
16719,pont,0.02,0.0,0.0,0.0,2,0,0,0
16720,pony,0.02,0.0,0.03,0.0,2,0,1,0
16721,poobah,0.01,0.0,0.0,0.0,1,0,0,0
16722,pool,0.09,0.13,0.05,0.06,8,5,2,4
16723,poole,0.09,0.13,0.05,0.06,8,5,2,4
16724,pools,0.09,0.13,0.05,0.06,8,5,2,4
16725,poops,0.0,0.0,0.03,0.0,0,0,1,0
16726,poor,0.01,0.0,0.08,0.04,1,0,3,3
16727,poorperson,0.01,0.0,0.0,0.0,1,0,0,0
16728,poor??marcel,0.0,0.0,0.03,0.0,0,0,1,0
16729,pop,0.02,0.03,0.1,0.09,2,1,4,6
16730,popcultural,0.0,0.0,0.0,0.04,0,0,0,3
16731,popculture,0.0,0.0,0.0,0.04,0,0,0,3
16732,popes,0.0,0.0,0.03,0.01,0,0,1,1
16733,popocatepetl,0.01,0.0,0.0,0.0,1,0,0,0
16734,poppick,0.0,0.0,0.0,0.03,0,0,0,2
16735,poppies,0.0,0.0,0.0,0.01,0,0,0,1
16736,popping,0.02,0.03,0.1,0.09,2,1,4,6
16737,popproduct,0.01,0.0,0.0,0.0,1,0,0,0
16738,pops,0.02,0.03,0.1,0.09,2,1,4,6
16739,populace,0.01,0.03,0.0,0.0,1,1,0,0
16740,popular,0.06,0.08,0.05,0.04,5,3,2,3
16741,popularity,0.06,0.08,0.05,0.04,5,3,2,3
16742,populate,0.08,0.05,0.08,0.13,7,2,3,9
16743,populated,0.08,0.05,0.08,0.13,7,2,3,9
16744,populating,0.08,0.05,0.08,0.13,7,2,3,9
16745,population,0.08,0.05,0.08,0.13,7,2,3,9
16746,populations,0.08,0.05,0.08,0.13,7,2,3,9
16747,populous,0.08,0.05,0.08,0.13,7,2,3,9
16748,popup,0.01,0.0,0.0,0.0,1,0,0,0
16749,popwith,0.0,0.0,0.0,0.01,0,0,0,1
16750,porcelain,0.04,0.0,0.0,0.0,3,0,0,0
16751,porch,0.02,0.03,0.03,0.04,2,1,1,3
16752,porcupines,0.0,0.0,0.0,0.01,0,0,0,1
16753,pork,0.01,0.0,0.0,0.03,1,0,0,2
16754,porn,0.0,0.0,0.0,0.01,0,0,0,1
16755,pornocupia,0.0,0.0,0.0,0.01,0,0,0,1
16756,pornographer,0.0,0.0,0.03,0.03,0,0,1,2
16757,pornographic,0.0,0.0,0.03,0.03,0,0,1,2
16758,pornography,0.02,0.0,0.05,0.01,2,0,2,1
16759,pornographys,0.02,0.0,0.05,0.01,2,0,2,1
16760,porosity,0.02,0.0,0.0,0.0,2,0,0,0
16761,porpoise,0.01,0.0,0.0,0.0,1,0,0,0
16762,porridge,0.0,0.0,0.0,0.01,0,0,0,1
16763,port,0.0,0.05,0.1,0.01,0,2,4,1
16764,portable,0.01,0.0,0.0,0.03,1,0,0,2
16765,portal,0.01,0.03,0.0,0.0,1,1,0,0
16766,portals,0.01,0.03,0.0,0.0,1,1,0,0
16767,portends,0.01,0.0,0.0,0.0,1,0,0,0
16768,portentous,0.01,0.0,0.0,0.0,1,0,0,0
16769,portfolio,0.01,0.0,0.0,0.0,1,0,0,0
16770,porthole,0.0,0.03,0.0,0.0,0,1,0,0
16771,portion,0.02,0.03,0.15,0.01,2,1,6,1
16772,portions,0.02,0.03,0.15,0.01,2,1,6,1
16773,portland,0.01,0.0,0.0,0.03,1,0,0,2
16774,portrait,0.06,0.05,0.13,0.12,5,2,5,8
16775,portraits,0.06,0.05,0.13,0.12,5,2,5,8
16776,portraiture,0.01,0.0,0.0,0.0,1,0,0,0
16777,portray,0.11,0.13,0.13,0.04,9,5,5,3
16778,portrayal,0.11,0.13,0.13,0.04,9,5,5,3
16779,portrayals,0.11,0.13,0.13,0.04,9,5,5,3
16780,portrayed,0.11,0.13,0.13,0.04,9,5,5,3
16781,portraying,0.11,0.13,0.13,0.04,9,5,5,3
16782,portrays,0.11,0.13,0.13,0.04,9,5,5,3
16783,portsmouth,0.01,0.0,0.0,0.0,1,0,0,0
16784,portugal,0.0,0.03,0.0,0.03,0,1,0,2
16785,portugals,0.0,0.03,0.0,0.03,0,1,0,2
16786,portuguese,0.01,0.0,0.0,0.03,1,0,0,2
16787,pose,0.06,0.0,0.05,0.04,5,0,2,3
16788,posed,0.06,0.0,0.05,0.04,5,0,2,3
16789,poses,0.06,0.0,0.05,0.04,5,0,2,3
16790,poseurs,0.0,0.0,0.03,0.0,0,0,1,0
16791,posing,0.06,0.0,0.05,0.04,5,0,2,3
16792,posit,0.14,0.29,0.21,0.13,12,11,8,9
16793,positing,0.14,0.29,0.21,0.13,12,11,8,9
16794,position,0.14,0.29,0.21,0.13,12,11,8,9
16795,positioned,0.14,0.29,0.21,0.13,12,11,8,9
16796,positioning,0.14,0.29,0.21,0.13,12,11,8,9
16797,positions,0.14,0.29,0.21,0.13,12,11,8,9
16798,positive,0.14,0.29,0.21,0.13,12,11,8,9
16799,positively,0.14,0.29,0.21,0.13,12,11,8,9
16800,posits,0.14,0.29,0.21,0.13,12,11,8,9
16801,posses,0.0,0.0,0.0,0.01,0,0,0,1
16802,possess,0.06,0.0,0.15,0.06,5,0,6,4
16803,possessed,0.06,0.0,0.15,0.06,5,0,6,4
16804,possesses,0.06,0.0,0.15,0.06,5,0,6,4
16805,possession,0.06,0.0,0.15,0.06,5,0,6,4
16806,possessions,0.06,0.0,0.15,0.06,5,0,6,4
16807,possessive,0.06,0.0,0.15,0.06,5,0,6,4
16808,possessiveness,0.06,0.0,0.15,0.06,5,0,6,4
16809,possibilities,0.45,0.53,0.87,0.45,38,20,34,31
16810,possibility,0.45,0.53,0.87,0.45,38,20,34,31
16811,possible,0.45,0.53,0.87,0.45,38,20,34,31
16812,possibly,0.45,0.53,0.87,0.45,38,20,34,31
16813,possums,0.0,0.03,0.0,0.0,0,1,0,0
16814,post,0.09,0.05,0.05,0.19,8,2,2,13
16815,postage,0.02,0.03,0.0,0.01,2,1,0,1
16816,postcard,0.05,0.0,0.03,0.0,4,0,1,0
16817,postcards,0.05,0.0,0.03,0.0,4,0,1,0
16818,postcolonial,0.0,0.03,0.0,0.03,0,1,0,2
16819,postcolonialism,0.0,0.03,0.0,0.03,0,1,0,2
16820,postcolonially,0.0,0.03,0.0,0.03,0,1,0,2
16821,postconciliar,0.0,0.0,0.05,0.0,0,0,2,0
16822,postconfessional,0.01,0.0,0.0,0.01,1,0,0,1
16823,postdated,0.0,0.0,0.0,0.01,0,0,0,1
16824,postdiluvial,0.0,0.0,0.0,0.01,0,0,0,1
16825,posted,0.09,0.05,0.05,0.19,8,2,2,13
16826,postelection,0.0,0.0,0.0,0.01,0,0,0,1
16827,postemployment,0.0,0.0,0.03,0.0,0,0,1,0
16828,poster,0.0,0.0,0.0,0.07,0,0,0,5
16829,posthumous,0.02,0.0,0.0,0.0,2,0,0,0
16830,posthumously,0.02,0.0,0.0,0.0,2,0,0,0
16831,postindustrial,0.0,0.0,0.03,0.03,0,0,1,2
16832,posting,0.09,0.05,0.05,0.19,8,2,2,13
16833,postit,0.0,0.03,0.0,0.0,0,1,0,0
16834,postmodern,0.01,0.0,0.08,0.17,1,0,3,12
16835,postmodernism,0.01,0.0,0.08,0.17,1,0,3,12
16836,postmodernist,0.01,0.0,0.0,0.0,1,0,0,0
16837,postmodernity,0.01,0.0,0.08,0.17,1,0,3,12
16838,postoffice,0.0,0.03,0.0,0.0,0,1,0,0
16839,postpartum,0.0,0.0,0.0,0.01,0,0,0,1
16840,postponement,0.02,0.0,0.0,0.0,2,0,0,0
16841,postpones,0.02,0.0,0.0,0.0,2,0,0,0
16842,postpost,0.0,0.0,0.0,0.01,0,0,0,1
16843,postpostmodern,0.0,0.0,0.0,0.01,0,0,0,1
16844,postrape,0.01,0.0,0.0,0.0,1,0,0,0
16845,postriotgyrl,0.01,0.0,0.0,0.0,1,0,0,0
16846,posts,0.09,0.05,0.05,0.19,8,2,2,13
16847,postsixties,0.0,0.0,0.0,0.01,0,0,0,1
16848,poststructuralist,0.0,0.0,0.0,0.01,0,0,0,1
16849,posttheater,0.0,0.0,0.0,0.01,0,0,0,1
16850,posttraumatic,0.01,0.0,0.0,0.0,1,0,0,0
16851,postulation,0.0,0.0,0.0,0.01,0,0,0,1
16852,posture,0.02,0.0,0.05,0.01,2,0,2,1
16853,postures,0.02,0.0,0.05,0.01,2,0,2,1
16854,posturing,0.02,0.0,0.05,0.01,2,0,2,1
16855,postwar,0.0,0.0,0.05,0.01,0,0,2,1
16856,postwwi,0.01,0.0,0.0,0.0,1,0,0,0
16857,pot,0.04,0.0,0.08,0.03,3,0,3,2
16858,potatoes,0.01,0.0,0.03,0.01,1,0,1,1
16859,potbanger,0.0,0.0,0.05,0.0,0,0,2,0
16860,potbanging,0.0,0.0,0.05,0.0,0,0,2,0
16861,potency,0.01,0.0,0.0,0.0,1,0,0,0
16862,potent,0.01,0.0,0.0,0.03,1,0,0,2
16863,potential,0.15,0.21,0.1,0.09,13,8,4,6
16864,potlatch,0.0,0.0,0.03,0.0,0,0,1,0
16865,potomac,0.0,0.0,0.0,0.01,0,0,0,1
16866,pots,0.04,0.0,0.08,0.03,3,0,3,2
16867,potted,0.04,0.0,0.08,0.03,3,0,3,2
16868,poudrier,0.0,0.0,0.0,0.28,0,0,0,19
16869,poudriers,0.0,0.0,0.0,0.28,0,0,0,19
16870,pounces,0.0,0.03,0.03,0.0,0,1,1,0
16871,pound,0.02,0.18,0.03,0.1,2,7,1,7
16872,pounding,0.02,0.18,0.03,0.1,2,7,1,7
16873,pounds,0.02,0.18,0.03,0.1,2,7,1,7
16874,pour,0.01,0.03,0.05,0.07,1,1,2,5
16875,pouring,0.01,0.03,0.05,0.07,1,1,2,5
16876,pours,0.01,0.03,0.05,0.07,1,1,2,5
16877,poverty,0.05,0.03,0.03,0.03,4,1,1,2
16878,powder,0.06,0.0,0.0,0.01,5,0,0,1
16879,powderactuated,0.0,0.0,0.0,0.01,0,0,0,1
16880,powdered,0.06,0.0,0.0,0.01,5,0,0,1
16881,powell,0.0,0.34,0.0,0.0,0,13,0,0
16882,powells,0.0,0.34,0.0,0.0,0,13,0,0
16883,power,0.58,0.63,0.64,0.45,49,24,25,31
16884,powerabrupt,0.0,0.0,0.03,0.0,0,0,1,0
16885,powered,0.58,0.63,0.64,0.45,49,24,25,31
16886,powerful,0.58,0.63,0.64,0.45,49,24,25,31
16887,powerfully,0.58,0.63,0.64,0.45,49,24,25,31
16888,powerless,0.01,0.03,0.0,0.0,1,1,0,0
16889,powerlessness,0.01,0.03,0.0,0.0,1,1,0,0
16890,powerlike,0.01,0.0,0.0,0.0,1,0,0,0
16891,powers,0.58,0.63,0.64,0.45,49,24,25,31
16892,powwow,0.0,0.0,0.03,0.0,0,0,1,0
16893,poxsmitten,0.01,0.0,0.0,0.0,1,0,0,0
16894,pp,0.34,0.34,0.82,0.42,29,13,32,29
16895,pr,0.0,0.0,0.0,0.01,0,0,0,1
16896,practical,0.18,0.08,0.13,0.14,15,3,5,10
16897,practicality,0.18,0.08,0.13,0.14,15,3,5,10
16898,practically,0.18,0.08,0.13,0.14,15,3,5,10
16899,practice,0.18,0.08,0.13,0.14,15,3,5,10
16900,practiced,0.18,0.08,0.13,0.14,15,3,5,10
16901,practices,0.18,0.08,0.13,0.14,15,3,5,10
16902,practicing,0.18,0.08,0.13,0.14,15,3,5,10
16903,practised,0.0,0.0,0.0,0.01,0,0,0,1
16904,practitioner,0.01,0.03,0.0,0.0,1,1,0,0
16905,pragmatic,0.0,0.0,0.0,0.01,0,0,0,1
16906,prai,0.0,0.0,0.0,0.01,0,0,0,1
16907,prairie,0.05,0.08,0.0,0.01,4,3,0,1
16908,prairies,0.05,0.08,0.0,0.01,4,3,0,1
16909,praise,0.19,0.08,0.18,0.17,16,3,7,12
16910,praised,0.19,0.08,0.18,0.17,16,3,7,12
16911,praises,0.19,0.08,0.18,0.17,16,3,7,12
16912,praising,0.19,0.08,0.18,0.17,16,3,7,12
16913,prance,0.01,0.0,0.0,0.01,1,0,0,1
16914,prank,0.01,0.0,0.0,0.0,1,0,0,0
16915,pratt,0.01,0.0,0.0,0.0,1,0,0,0
16916,prattled,0.01,0.0,0.0,0.0,1,0,0,0
16917,praxis,0.0,0.0,0.0,0.01,0,0,0,1
16918,pray,0.04,0.03,0.03,0.01,3,1,1,1
16919,prayer,0.07,0.18,0.23,0.07,6,7,9,5
16920,prayerful,0.07,0.18,0.23,0.07,6,7,9,5
16921,prayers,0.07,0.18,0.23,0.07,6,7,9,5
16922,praying,0.04,0.03,0.03,0.01,3,1,1,1
16923,praythe,0.0,0.0,0.0,0.01,0,0,0,1
16924,preach,0.0,0.0,0.03,0.07,0,0,1,5
16925,preacher,0.01,0.0,0.03,0.04,1,0,1,3
16926,preaches,0.0,0.0,0.03,0.07,0,0,1,5
16927,preaching,0.0,0.0,0.03,0.07,0,0,1,5
16928,preachy,0.0,0.0,0.0,0.01,0,0,0,1
16929,precarious,0.01,0.03,0.03,0.0,1,1,1,0
16930,precariously,0.01,0.03,0.03,0.0,1,1,1,0
16931,precariousness,0.01,0.03,0.03,0.0,1,1,1,0
16932,precautions,0.01,0.0,0.0,0.0,1,0,0,0
16933,precede,0.05,0.05,0.1,0.06,4,2,4,4
16934,preceded,0.05,0.05,0.1,0.06,4,2,4,4
16935,precedent,0.05,0.05,0.1,0.06,4,2,4,4
16936,precedents,0.05,0.05,0.1,0.06,4,2,4,4
16937,precedes,0.05,0.05,0.1,0.06,4,2,4,4
16938,preceding,0.05,0.05,0.1,0.06,4,2,4,4
16939,precepts,0.0,0.0,0.03,0.0,0,0,1,0
16940,precious,0.02,0.0,0.0,0.01,2,0,0,1
16941,precipice,0.02,0.0,0.0,0.0,2,0,0,0
16942,precise,0.24,0.21,0.18,0.23,20,8,7,16
16943,precisely,0.24,0.21,0.18,0.23,20,8,7,16
16944,preciseto,0.0,0.0,0.0,0.01,0,0,0,1
16945,precision,0.24,0.21,0.18,0.23,20,8,7,16
16946,precisionist,0.0,0.0,0.0,0.03,0,0,0,2
16947,preclude,0.01,0.0,0.0,0.0,1,0,0,0
16948,precociousness,0.01,0.0,0.0,0.0,1,0,0,0
16949,preconceived,0.0,0.0,0.0,0.01,0,0,0,1
16950,precursor,0.01,0.0,0.0,0.03,1,0,0,2
16951,precursors,0.01,0.0,0.0,0.03,1,0,0,2
16952,predating,0.02,0.0,0.05,0.01,2,0,2,1
16953,predation,0.02,0.0,0.05,0.01,2,0,2,1
16954,predator,0.02,0.0,0.05,0.01,2,0,2,1
16955,predatorlesbian,0.0,0.0,0.0,0.01,0,0,0,1
16956,predators,0.02,0.0,0.05,0.01,2,0,2,1
16957,predatory,0.01,0.0,0.0,0.0,1,0,0,0
16958,predecessor,0.0,0.03,0.1,0.03,0,1,4,2
16959,predecessors,0.0,0.03,0.1,0.03,0,1,4,2
16960,predetermined,0.01,0.0,0.0,0.0,1,0,0,0
16961,predicament,0.02,0.03,0.03,0.0,2,1,1,0
16962,predicated,0.01,0.0,0.03,0.0,1,0,1,0
16963,predication,0.01,0.0,0.03,0.0,1,0,1,0
16964,predict,0.02,0.0,0.0,0.04,2,0,0,3
16965,predictable,0.02,0.0,0.0,0.04,2,0,0,3
16966,predilection,0.01,0.0,0.0,0.0,1,0,0,0
16967,prediluvial,0.0,0.0,0.0,0.01,0,0,0,1
16968,predominance,0.0,0.0,0.0,0.03,0,0,0,2
16969,predominately,0.0,0.0,0.0,0.03,0,0,0,2
16970,preemptive,0.01,0.0,0.0,0.0,1,0,0,0
16971,preen,0.0,0.0,0.03,0.01,0,0,1,1
16972,preened,0.0,0.0,0.03,0.01,0,0,1,1
16973,preestablished,0.0,0.0,0.03,0.0,0,0,1,0
16974,preface,0.0,0.03,0.0,0.09,0,1,0,6
16975,prefaces,0.0,0.03,0.0,0.09,0,1,0,6
16976,prefer,0.02,0.11,0.13,0.09,2,4,5,6
16977,preference,0.02,0.11,0.13,0.09,2,4,5,6
16978,preferences,0.02,0.11,0.13,0.09,2,4,5,6
16979,preferred,0.02,0.11,0.13,0.09,2,4,5,6
16980,prefers,0.02,0.11,0.13,0.09,2,4,5,6
16981,prefigured,0.02,0.0,0.0,0.0,2,0,0,0
16982,prefigures,0.02,0.0,0.0,0.0,2,0,0,0
16983,prefix,0.0,0.0,0.0,0.01,0,0,0,1
16984,pregnancy,0.02,0.0,0.03,0.0,2,0,1,0
16985,pregnant,0.05,0.03,0.03,0.03,4,1,1,2
16986,preguntar,0.0,0.0,0.0,0.01,0,0,0,1
16987,prehistoric,0.01,0.0,0.0,0.0,1,0,0,0
16988,prehistory,0.0,0.0,0.0,0.01,0,0,0,1
16989,preist,0.0,0.0,0.0,0.01,0,0,0,1
16990,prejudice,0.01,0.0,0.08,0.0,1,0,3,0
16991,prejudices,0.01,0.0,0.08,0.0,1,0,3,0
16992,preliminaries,0.0,0.0,0.03,0.0,0,0,1,0
16993,prelude,0.01,0.0,0.03,0.01,1,0,1,1
16994,preludes,0.01,0.0,0.03,0.01,1,0,1,1
16995,premature,0.02,0.0,0.0,0.01,2,0,0,1
16996,prematurely,0.02,0.0,0.0,0.01,2,0,0,1
16997,premise,0.02,0.0,0.0,0.04,2,0,0,3
16998,premises,0.02,0.0,0.0,0.04,2,0,0,3
16999,premium,0.0,0.0,0.0,0.01,0,0,0,1
17000,preoccupation,0.01,0.08,0.0,0.0,1,3,0,0
17001,preoccupations,0.01,0.08,0.0,0.0,1,3,0,0
17002,preoccupied,0.01,0.05,0.0,0.03,1,2,0,2
17003,preparation,0.07,0.16,0.05,0.03,6,6,2,2
17004,prepare,0.07,0.16,0.05,0.03,6,6,2,2
17005,prepared,0.07,0.16,0.05,0.03,6,6,2,2
17006,preparedness,0.0,0.0,0.0,0.01,0,0,0,1
17007,prepares,0.07,0.16,0.05,0.03,6,6,2,2
17008,preparing,0.07,0.16,0.05,0.03,6,6,2,2
17009,preponderance,0.0,0.03,0.0,0.01,0,1,0,1
17010,prepositions,0.0,0.0,0.0,0.01,0,0,0,1
17011,prescribed,0.01,0.0,0.03,0.0,1,0,1,0
17012,prescriptive,0.0,0.0,0.03,0.0,0,0,1,0
17013,presence,0.2,0.26,0.21,0.23,17,10,8,16
17014,presences,0.2,0.26,0.21,0.23,17,10,8,16
17015,presencing,0.2,0.26,0.21,0.23,17,10,8,16
17016,present,0.79,0.97,0.97,0.87,67,37,38,60
17017,presentation,0.79,0.97,0.97,0.87,67,37,38,60
17018,presentday,0.0,0.03,0.03,0.0,0,1,1,0
17019,presented,0.79,0.97,0.97,0.87,67,37,38,60
17020,presentedmakes,0.01,0.0,0.0,0.0,1,0,0,0
17021,presenting,0.79,0.97,0.97,0.87,67,37,38,60
17022,presently,0.79,0.97,0.97,0.87,67,37,38,60
17023,presents,0.79,0.97,0.97,0.87,67,37,38,60
17024,preservation,0.06,0.0,0.15,0.04,5,0,6,3
17025,preserve,0.06,0.0,0.15,0.04,5,0,6,3
17026,preserved,0.06,0.0,0.15,0.04,5,0,6,3
17027,preservers,0.06,0.0,0.15,0.04,5,0,6,3
17028,preserves,0.06,0.0,0.15,0.04,5,0,6,3
17029,preserving,0.06,0.0,0.15,0.04,5,0,6,3
17030,presided,0.02,0.05,0.15,0.01,2,2,6,1
17031,presidency,0.02,0.05,0.15,0.01,2,2,6,1
17032,president,0.02,0.05,0.15,0.01,2,2,6,1
17033,presidential,0.01,0.0,0.05,0.01,1,0,2,1
17034,presidents,0.02,0.05,0.15,0.01,2,2,6,1
17035,press,1.41,1.21,1.05,1.01,120,46,41,70
17036,pressasylum,0.0,0.0,0.0,0.01,0,0,0,1
17037,presscrazyhorse,0.0,0.0,0.0,0.01,0,0,0,1
