,word,output0,output1,output2,output3,output0_label,output1_label,output2_label,output3_label
16147,persephone,0.02,0.0,0.03,0.0,2,0,1,0
16148,persia,0.0,0.0,0.03,0.0,0,0,1,0
16149,persimmon,0.0,0.0,0.0,0.06,0,0,0,4
16150,persimmonbitter,0.0,0.0,0.0,0.01,0,0,0,1
16151,persimmons,0.0,0.0,0.0,0.06,0,0,0,4
16152,persist,0.04,0.03,0.21,0.07,3,1,8,5
16153,persistence,0.04,0.03,0.21,0.07,3,1,8,5
16154,persistent,0.04,0.03,0.21,0.07,3,1,8,5
16155,persisting,0.04,0.03,0.21,0.07,3,1,8,5
16156,persists,0.04,0.03,0.21,0.07,3,1,8,5
16157,person,0.75,0.66,1.31,0.59,64,25,51,41
16158,persona,0.24,0.05,0.15,0.03,20,2,6,2
16159,personae,0.24,0.05,0.15,0.03,20,2,6,2
16160,personal,0.75,0.66,1.31,0.59,64,25,51,41
16161,personalities,0.75,0.66,1.31,0.59,64,25,51,41
16162,personality,0.75,0.66,1.31,0.59,64,25,51,41
16163,personalityin,0.0,0.0,0.0,0.01,0,0,0,1
16164,personalizes,0.75,0.66,1.31,0.59,64,25,51,41
16165,personally,0.75,0.66,1.31,0.59,64,25,51,41
16166,personas,0.24,0.05,0.15,0.03,20,2,6,2
16167,personification,0.01,0.0,0.1,0.0,1,0,4,0
16168,personified,0.02,0.03,0.0,0.0,2,1,0,0
16169,personifies,0.02,0.03,0.0,0.0,2,1,0,0
16170,personify,0.02,0.03,0.0,0.0,2,1,0,0
16171,personism,0.75,0.66,1.31,0.59,64,25,51,41
16172,personmy,0.01,0.0,0.0,0.0,1,0,0,0
16173,persons,0.75,0.66,1.31,0.59,64,25,51,41
16174,personæ,0.0,0.0,0.03,0.0,0,0,1,0
16175,perspectival,0.01,0.0,0.0,0.0,1,0,0,0
16176,perspective,0.32,0.24,0.18,0.26,27,9,7,18
16177,perspectives,0.32,0.24,0.18,0.26,27,9,7,18
16178,perspire,0.0,0.03,0.0,0.0,0,1,0,0
16179,persuade,0.0,0.0,0.03,0.01,0,0,1,1
16180,persuasions,0.01,0.0,0.0,0.01,1,0,0,1
16181,persuasive,0.01,0.0,0.0,0.01,1,0,0,1
16182,pertains,0.0,0.0,0.0,0.01,0,0,0,1
16183,pertinent,0.01,0.0,0.03,0.0,1,0,1,0
16184,pertinently,0.01,0.0,0.03,0.0,1,0,1,0
16185,peru,0.0,0.0,0.0,0.01,0,0,0,1
16186,perusal,0.05,0.03,0.03,0.0,4,1,1,0
16187,peruse,0.05,0.03,0.03,0.0,4,1,1,0
16188,perusing,0.05,0.03,0.03,0.0,4,1,1,0
16189,pervade,0.06,0.03,0.03,0.0,5,1,1,0
16190,pervades,0.06,0.03,0.03,0.0,5,1,1,0
16191,pervasive,0.04,0.0,0.03,0.04,3,0,1,3
16192,perverse,0.01,0.03,0.05,0.01,1,1,2,1
16193,perversity,0.01,0.03,0.05,0.01,1,1,2,1
16194,perverted,0.01,0.0,0.03,0.0,1,0,1,0
16195,perverts,0.01,0.0,0.03,0.0,1,0,1,0
16196,pervigilium,0.0,0.0,0.0,0.01,0,0,0,1
16197,pessimistic,0.0,0.0,0.0,0.01,0,0,0,1
16198,pessoa,0.0,0.0,0.0,0.03,0,0,0,2
16199,pesticides,0.01,0.0,0.0,0.0,1,0,0,0
16200,pet,0.01,0.03,0.03,0.0,1,1,1,0
16201,petals,0.02,0.08,0.03,0.01,2,3,1,1
16202,pete,0.0,0.03,0.0,0.01,0,1,0,1
16203,peter,0.41,0.21,0.26,0.12,35,8,10,8
16204,peterpeter,0.0,0.0,0.03,0.0,0,0,1,0
16205,peters,0.41,0.21,0.26,0.12,35,8,10,8
16206,petit,0.01,0.0,0.0,0.01,1,0,0,1
16207,petition,0.01,0.0,0.0,0.01,1,0,0,1
16208,petitionsberrys,0.01,0.0,0.0,0.0,1,0,0,0
16209,petrarchan,0.05,0.05,0.0,0.0,4,2,0,0
16210,petrarchian,0.0,0.0,0.0,0.01,0,0,0,1
16211,petri,0.0,0.0,0.0,0.01,0,0,0,1
16212,petrified,0.02,0.0,0.03,0.0,2,0,1,0
16213,petrify,0.02,0.0,0.03,0.0,2,0,1,0
16214,pets,0.01,0.03,0.03,0.0,1,1,1,0
16215,petticoats,0.01,0.0,0.0,0.0,1,0,0,0
16216,petty,0.0,0.03,0.03,0.01,0,1,1,1
16217,petulant,0.01,0.0,0.0,0.0,1,0,0,0
16218,peu,0.0,0.0,0.03,0.0,0,0,1,0
16219,pewter,0.0,0.0,0.0,0.01,0,0,0,1
16220,pgs,0.04,0.0,0.0,0.0,3,0,0,0
16221,phalia,0.02,0.0,0.0,0.0,2,0,0,0
16222,phallic,0.0,0.03,0.0,0.0,0,1,0,0
16223,phallogocentric,0.01,0.0,0.0,0.0,1,0,0,0
16224,phantom,0.04,0.0,0.05,0.03,3,0,2,2
16225,phantoms,0.04,0.0,0.05,0.03,3,0,2,2
16226,pharaoh,0.0,0.0,0.0,0.06,0,0,0,4
16227,pharmacy,0.02,0.0,0.0,0.0,2,0,0,0
16228,phase,0.0,0.03,0.03,0.01,0,1,1,1
16229,phaseadolescence,0.01,0.0,0.0,0.0,1,0,0,0
16230,phases,0.0,0.03,0.03,0.01,0,1,1,1
16231,phd,0.11,0.13,0.05,0.07,9,5,2,5
16232,phenomena,0.02,0.11,0.03,0.03,2,4,1,2
16233,phenomenaa,0.0,0.0,0.03,0.0,0,0,1,0
16234,phenomenal,0.0,0.0,0.0,0.04,0,0,0,3
16235,phenomenas,0.02,0.11,0.03,0.03,2,4,1,2
16236,phenomenological,0.0,0.0,0.0,0.01,0,0,0,1
16237,phenomenologicalthe,0.01,0.0,0.0,0.0,1,0,0,0
16238,phenomenon,0.04,0.03,0.03,0.01,3,1,1,1
16239,phil,0.0,0.03,0.0,0.0,0,1,0,0
16240,philadelphia,0.0,0.05,0.03,0.03,0,2,1,2
16241,philanthropist,0.02,0.0,0.0,0.0,2,0,0,0
16242,phileo,0.01,0.0,0.0,0.0,1,0,0,0
16243,philip,0.0,0.05,0.0,0.04,0,2,0,3
16244,philippe,0.0,0.0,0.0,0.01,0,0,0,1
16245,phillips,0.02,0.0,0.0,0.0,2,0,0,0
16246,phillipss,0.0,0.0,0.0,0.01,0,0,0,1
16247,philoctetes,0.02,0.0,0.0,0.0,2,0,0,0
16248,philomela,0.02,0.0,0.0,0.0,2,0,0,0
16249,philosopher,0.14,0.29,0.13,0.09,12,11,5,6
16250,philosophers,0.14,0.29,0.13,0.09,12,11,5,6
16251,philosophical,0.14,0.29,0.13,0.09,12,11,5,6
16252,philosophicallinguistic,0.0,0.03,0.0,0.0,0,1,0,0
16253,philosophically,0.14,0.29,0.13,0.09,12,11,5,6
16254,philosophies,0.13,0.24,0.05,0.09,11,9,2,6
16255,philosophy,0.13,0.24,0.05,0.09,11,9,2,6
16256,phlogiston,0.0,0.0,0.0,0.07,0,0,0,5
16257,phoebe,0.04,0.0,0.0,0.01,3,0,0,1
16258,phoenix,0.02,0.0,0.0,0.0,2,0,0,0
16259,phone,0.06,0.11,0.1,0.09,5,4,4,6
16260,phoneand,0.0,0.03,0.0,0.0,0,1,0,0
16261,phonecalls,0.0,0.0,0.0,0.03,0,0,0,2
16262,phoned,0.06,0.11,0.1,0.09,5,4,4,6
16263,phoneme,0.01,0.08,0.0,0.0,1,3,0,0
16264,phonemes,0.01,0.08,0.0,0.0,1,3,0,0
16265,phonic,0.0,0.03,0.0,0.0,0,1,0,0
16266,photo,0.08,0.05,0.08,0.04,7,2,3,3
16267,photocopies,0.01,0.0,0.0,0.0,1,0,0,0
16268,photogenic,0.0,0.03,0.0,0.0,0,1,0,0
16269,photograph,0.18,0.08,0.05,0.06,15,3,2,4
16270,photographed,0.18,0.08,0.05,0.06,15,3,2,4
16271,photographer,0.18,0.08,0.05,0.06,15,3,2,4
16272,photographic,0.18,0.08,0.05,0.06,15,3,2,4
16273,photographor,0.01,0.0,0.0,0.0,1,0,0,0
16274,photographs,0.18,0.08,0.05,0.06,15,3,2,4
16275,photography,0.02,0.0,0.0,0.01,2,0,0,1
16276,photos,0.08,0.05,0.08,0.04,7,2,3,3
16277,phrase,0.27,0.21,0.18,0.45,23,8,7,31
16278,phrases,0.27,0.21,0.18,0.45,23,8,7,31
16279,phrasing,0.27,0.21,0.18,0.45,23,8,7,31
16280,phyla,0.11,0.0,0.0,0.0,9,0,0,0
16281,phylum,0.0,0.03,0.0,0.0,0,1,0,0
16282,physical,0.38,0.39,0.67,0.25,32,15,26,17
16283,physicality,0.38,0.39,0.67,0.25,32,15,26,17
16284,physically,0.38,0.39,0.67,0.25,32,15,26,17
16285,physicalthat,0.01,0.0,0.0,0.0,1,0,0,0
16286,physician,0.01,0.08,0.0,0.0,1,3,0,0
16287,physicians,0.01,0.08,0.0,0.0,1,3,0,0
16288,physicist,0.0,0.0,0.03,0.0,0,0,1,0
16289,physick,0.01,0.0,0.0,0.0,1,0,0,0
16290,physics,0.38,0.39,0.67,0.25,32,15,26,17
16291,pi,0.0,0.0,0.0,0.04,0,0,0,3
16292,piano,0.05,0.03,0.03,0.01,4,1,1,1
16293,pianoplaying,0.0,0.0,0.03,0.0,0,0,1,0
16294,picaresque,0.0,0.0,0.03,0.0,0,0,1,0
16295,picassos,0.0,0.0,0.03,0.0,0,0,1,0
16296,picassosguernica,0.0,0.0,0.03,0.0,0,0,1,0
16297,pick,0.14,0.08,0.08,0.07,12,3,3,5
16298,picked,0.14,0.08,0.08,0.07,12,3,3,5
16299,picking,0.14,0.08,0.08,0.07,12,3,3,5
16300,pickingclimbing,0.0,0.0,0.0,0.01,0,0,0,1
16301,pickle,0.0,0.0,0.13,0.0,0,0,5,0
16302,pickled,0.0,0.0,0.13,0.0,0,0,5,0
16303,pickles,0.0,0.0,0.13,0.0,0,0,5,0
16304,picks,0.14,0.08,0.08,0.07,12,3,3,5
16305,pickup,0.0,0.0,0.03,0.0,0,0,1,0
16306,picnic,0.01,0.03,0.0,0.0,1,1,0,0
16307,picture,0.19,0.21,0.21,0.1,16,8,8,7
16308,pictures,0.19,0.21,0.21,0.1,16,8,8,7
16309,picturing,0.19,0.21,0.21,0.1,16,8,8,7
16310,pie,0.02,0.0,0.0,0.03,2,0,0,2
16311,piebald,0.0,0.0,0.03,0.0,0,0,1,0
16312,piece,0.42,0.29,1.26,0.45,36,11,49,31
16313,piecemeal,0.0,0.0,0.03,0.03,0,0,1,2
16314,pieces,0.42,0.29,1.26,0.45,36,11,49,31
16315,piecesyoung,0.0,0.0,0.0,0.01,0,0,0,1
16316,piecework,0.01,0.0,0.0,0.0,1,0,0,0
16317,piecing,0.42,0.29,1.26,0.45,36,11,49,31
16318,pier,0.06,0.0,0.0,0.01,5,0,0,1
16319,pierce,0.21,0.11,0.03,0.03,18,4,1,2
16320,pierced,0.21,0.11,0.03,0.03,18,4,1,2
16321,pierces,0.21,0.11,0.03,0.03,18,4,1,2
16322,piercing,0.21,0.11,0.03,0.03,18,4,1,2
16323,pierre,0.0,0.0,0.03,0.0,0,0,1,0
16324,piety,0.02,0.0,0.0,0.01,2,0,0,1
16325,pietà,0.01,0.0,0.1,0.0,1,0,4,0
16326,pif,0.0,0.03,0.0,0.0,0,1,0,0
16327,pig,0.0,0.0,0.05,0.03,0,0,2,2
16328,pigeon,0.02,0.03,0.0,0.0,2,1,0,0
16329,pigeons,0.02,0.03,0.0,0.0,2,1,0,0
16330,pile,0.05,0.0,0.08,0.09,4,0,3,6
16331,piled,0.05,0.0,0.08,0.09,4,0,3,6
16332,piles,0.05,0.0,0.08,0.09,4,0,3,6
16333,pilfered,0.0,0.0,0.03,0.0,0,0,1,0
16334,pilgrim,0.0,0.03,0.0,0.0,0,1,0,0
16335,pilgrimage,0.0,0.05,0.0,0.01,0,2,0,1
16336,pilgrimagewith,0.0,0.0,0.03,0.0,0,0,1,0
16337,pill,0.02,0.03,0.0,0.04,2,1,0,3
16338,pillories,0.0,0.0,0.03,0.0,0,0,1,0
16339,pillow,0.01,0.03,0.0,0.0,1,1,0,0
16340,pillowcase,0.0,0.0,0.0,0.01,0,0,0,1
16341,pills,0.02,0.03,0.0,0.04,2,1,0,3
16342,pimp,0.01,0.0,0.0,0.0,1,0,0,0
16343,pimples,0.02,0.0,0.0,0.0,2,0,0,0
16344,pin,0.07,0.05,0.1,0.01,6,2,4,1
16345,pinafore,0.01,0.0,0.0,0.0,1,0,0,0
16346,pinch,0.05,0.0,0.03,0.01,4,0,1,1
16347,pinched,0.05,0.0,0.03,0.01,4,0,1,1
16348,pinching,0.05,0.0,0.03,0.01,4,0,1,1
16349,pinder,0.08,0.0,0.0,0.0,7,0,0,0
16350,pinders,0.08,0.0,0.0,0.0,7,0,0,0
16351,pinderscutting,0.01,0.0,0.0,0.0,1,0,0,0
16352,pine,0.09,0.05,0.05,0.04,8,2,2,3
16353,pineapple,0.0,0.03,0.0,0.0,0,1,0,0
16354,pinecones,0.01,0.0,0.0,0.03,1,0,0,2
16355,pines,0.09,0.05,0.05,0.04,8,2,2,3
16356,pinetree,0.01,0.0,0.0,0.0,1,0,0,0
16357,pinewood,0.0,0.03,0.0,0.0,0,1,0,0
16358,ping,0.0,0.05,0.0,0.0,0,2,0,0
16359,pinhead,0.0,0.0,0.0,0.01,0,0,0,1
16360,pining,0.09,0.05,0.05,0.04,8,2,2,3
16361,pink,0.12,0.0,0.08,0.04,10,0,3,3
16362,pinnacle,0.01,0.0,0.0,0.0,1,0,0,0
16363,pinned,0.07,0.05,0.1,0.01,6,2,4,1
16364,pinning,0.07,0.05,0.1,0.01,6,2,4,1
16365,pinocchios,0.0,0.0,0.0,0.01,0,0,0,1
16366,pinpoint,0.02,0.0,0.0,0.0,2,0,0,0
16367,pinpoints,0.02,0.0,0.0,0.0,2,0,0,0
16368,pinpricked,0.01,0.0,0.0,0.0,1,0,0,0
16369,pins,0.07,0.05,0.1,0.01,6,2,4,1
16370,pinscher,0.0,0.0,0.0,0.01,0,0,0,1
16371,pinsky,0.0,0.0,0.0,0.06,0,0,0,4
16372,pinskys,0.0,0.0,0.0,0.06,0,0,0,4
16373,pintados,0.0,0.0,0.0,0.01,0,0,0,1
16374,pintsized,0.01,0.0,0.0,0.0,1,0,0,0
16375,pioneer,0.04,0.18,0.0,0.0,3,7,0,0
16376,pioneering,0.04,0.18,0.0,0.0,3,7,0,0
16377,pioneers,0.04,0.18,0.0,0.0,3,7,0,0
16378,pipes,0.0,0.03,0.0,0.0,0,1,0,0
16379,pippi,0.01,0.0,0.0,0.0,1,0,0,0
16380,piquancy,0.01,0.0,0.0,0.0,1,0,0,0
16381,pique,0.01,0.0,0.0,0.0,1,0,0,0
16382,pirating,0.0,0.0,0.0,0.01,0,0,0,1
16383,pirenes,0.02,0.0,0.0,0.0,2,0,0,0
16384,pis,0.0,0.0,0.0,0.01,0,0,0,1
16385,pisa,0.0,0.03,0.0,0.0,0,1,0,0
16386,pisan,0.0,0.03,0.0,0.0,0,1,0,0
16387,piss,0.0,0.03,0.0,0.06,0,1,0,4
16388,pistachios,0.01,0.0,0.0,0.0,1,0,0,0
16389,pistol,0.0,0.03,0.0,0.0,0,1,0,0
16390,pistolita,0.0,0.03,0.0,0.0,0,1,0,0
16391,piston,0.01,0.0,0.0,0.0,1,0,0,0
16392,pit,0.01,0.03,0.03,0.01,1,1,1,1
16393,pitch,0.04,0.0,0.08,0.04,3,0,3,3
16394,pitched,0.04,0.0,0.08,0.04,3,0,3,3
16395,pitcher,0.02,0.0,0.0,0.0,2,0,0,0
16396,pitches,0.04,0.0,0.08,0.04,3,0,3,3
16397,pitchfork,0.0,0.0,0.0,0.01,0,0,0,1
16398,pitching,0.04,0.0,0.08,0.04,3,0,3,3
16399,pitfalls,0.0,0.0,0.0,0.03,0,0,0,2
16400,pith,0.0,0.0,0.0,0.03,0,0,0,2
16401,pitiful,0.01,0.03,0.05,0.04,1,1,2,3
16402,pitiless,0.0,0.03,0.0,0.0,0,1,0,0
16403,pitits,0.01,0.0,0.0,0.0,1,0,0,0
16404,pits,0.01,0.03,0.03,0.01,1,1,1,1
16405,pittance,0.0,0.03,0.0,0.0,0,1,0,0
16406,pitted,0.01,0.03,0.03,0.01,1,1,1,1
16407,pittsburgh,0.12,0.03,0.13,0.01,10,1,5,1
16408,pity,0.01,0.03,0.05,0.04,1,1,2,3
16409,pivotal,0.02,0.03,0.03,0.0,2,1,1,0
16410,pivots,0.02,0.03,0.03,0.0,2,1,1,0
16411,piwowar,0.01,0.0,0.0,0.0,1,0,0,0
16412,pixilated,0.0,0.0,0.0,0.01,0,0,0,1
16413,pizzain,0.01,0.0,0.0,0.0,1,0,0,0
16414,pizzazz,0.0,0.0,0.0,0.01,0,0,0,1
16415,piñatas,0.01,0.0,0.0,0.0,1,0,0,0
16416,placard,0.0,0.0,0.0,0.01,0,0,0,1
16417,placate,0.01,0.0,0.0,0.01,1,0,0,1
16418,placated,0.01,0.0,0.0,0.01,1,0,0,1
16419,place,1.27,1.45,1.77,1.0,108,55,69,69
16420,placea,0.0,0.0,0.03,0.0,0,0,1,0
16421,placeare,0.0,0.0,0.0,0.01,0,0,0,1
16422,placed,1.27,1.45,1.77,1.0,108,55,69,69
16423,placeholder,0.01,0.0,0.05,0.0,1,0,2,0
16424,placeholders,0.01,0.0,0.05,0.0,1,0,2,0
16425,placeif,0.0,0.0,0.03,0.0,0,0,1,0
16426,placeless,0.01,0.0,0.0,0.0,1,0,0,0
16427,placement,0.0,0.0,0.03,0.04,0,0,1,3
16428,placenames,0.01,0.0,0.0,0.0,1,0,0,0
16429,places,1.27,1.45,1.77,1.0,108,55,69,69
16430,placesnotch,0.01,0.0,0.0,0.0,1,0,0,0
16431,placesoft,0.01,0.0,0.0,0.0,1,0,0,0
16432,placewhether,0.0,0.0,0.03,0.0,0,0,1,0
16433,placid,0.0,0.0,0.05,0.03,0,0,2,2
16434,placidity,0.0,0.0,0.05,0.03,0,0,2,2
16435,placing,1.27,1.45,1.77,1.0,108,55,69,69
16436,plague,0.01,0.05,0.03,0.01,1,2,1,1
16437,plagued,0.01,0.05,0.03,0.01,1,2,1,1
16438,plagues,0.01,0.05,0.03,0.01,1,2,1,1
16439,plain,0.06,0.16,0.05,0.17,5,6,2,12
16440,plainest,0.01,0.0,0.0,0.0,1,0,0,0
16441,plainits,0.0,0.0,0.0,0.01,0,0,0,1
16442,plainlanguage,0.0,0.03,0.0,0.0,0,1,0,0
16443,plainly,0.06,0.16,0.05,0.17,5,6,2,12
16444,plainlystated,0.0,0.0,0.0,0.01,0,0,0,1
16445,plainness,0.06,0.16,0.05,0.17,5,6,2,12
16446,plains,0.06,0.16,0.05,0.17,5,6,2,12
16447,plainsong,0.0,0.0,0.03,0.01,0,0,1,1
16448,plainspoken,0.02,0.0,0.03,0.01,2,0,1,1
16449,plaintive,0.0,0.03,0.05,0.03,0,1,2,2
16450,plaintively,0.0,0.03,0.05,0.03,0,1,2,2
16451,plain??but,0.0,0.0,0.0,0.01,0,0,0,1
16452,plaiting,0.01,0.0,0.0,0.0,1,0,0,0
16453,plan,0.09,0.0,0.08,0.07,8,0,3,5
16454,plane,0.02,0.08,0.03,0.04,2,3,1,3
16455,planes,0.02,0.08,0.03,0.04,2,3,1,3
16456,planesthe,0.0,0.03,0.0,0.0,0,1,0,0
16457,planet,0.01,0.03,0.1,0.07,1,1,4,5
16458,planetary,0.01,0.0,0.0,0.0,1,0,0,0
16459,planetis,0.0,0.0,0.0,0.01,0,0,0,1
16460,planets,0.01,0.03,0.1,0.07,1,1,4,5
16461,plangency,0.01,0.0,0.0,0.0,1,0,0,0
16462,plangent,0.0,0.0,0.0,0.01,0,0,0,1
16463,planing,0.02,0.08,0.03,0.04,2,3,1,3
16464,plank,0.02,0.03,0.0,0.0,2,1,0,0
16465,planks,0.02,0.03,0.0,0.0,2,1,0,0
16466,planners,0.01,0.0,0.0,0.0,1,0,0,0
16467,planning,0.09,0.0,0.08,0.07,8,0,3,5
16468,plans,0.09,0.0,0.08,0.07,8,0,3,5
16469,plant,0.11,0.0,0.13,0.1,9,0,5,7
16470,plantation,0.0,0.0,0.03,0.0,0,0,1,0
16471,planted,0.11,0.0,0.13,0.1,9,0,5,7
16472,planting,0.11,0.0,0.13,0.1,9,0,5,7
16473,plantit,0.0,0.0,0.03,0.0,0,0,1,0
16474,plants,0.11,0.0,0.13,0.1,9,0,5,7
16475,plaque,0.01,0.0,0.0,0.01,1,0,0,1
16476,plashing,0.0,0.0,0.0,0.01,0,0,0,1
16477,plastic,0.02,0.13,0.08,0.03,2,5,3,2
16478,plasticity,0.02,0.13,0.08,0.03,2,5,3,2
16479,plastique,0.06,0.0,0.0,0.0,5,0,0,0
16480,plastiques,0.06,0.0,0.0,0.0,5,0,0,0
16481,plate,0.04,0.03,0.26,0.03,3,1,10,2
16482,plateau,0.0,0.0,0.0,0.01,0,0,0,1
16483,plates,0.04,0.03,0.26,0.03,3,1,10,2
16484,platform,0.0,0.0,0.0,0.03,0,0,0,2
16485,plath,0.06,0.05,0.03,0.03,5,2,1,2
16486,plaths,0.06,0.05,0.03,0.03,5,2,1,2
16487,platinum,0.0,0.0,0.0,0.01,0,0,0,1
16488,platitudes,0.01,0.0,0.0,0.0,1,0,0,0
16489,plato,0.04,0.0,0.0,0.0,3,0,0,0
16490,platonic,0.01,0.0,0.0,0.01,1,0,0,1
16491,platos,0.04,0.0,0.0,0.0,3,0,0,0
16492,platter,0.0,0.0,0.05,0.0,0,0,2,0
16493,plausible,0.01,0.0,0.0,0.01,1,0,0,1
16494,play,0.84,0.82,0.74,0.78,71,31,29,54
16495,playa,0.01,0.0,0.0,0.0,1,0,0,0
16496,playbook,0.0,0.0,0.03,0.0,0,0,1,0
16497,played,0.84,0.82,0.74,0.78,71,31,29,54
16498,player,0.04,0.05,0.0,0.1,3,2,0,7
16499,players,0.04,0.05,0.0,0.1,3,2,0,7
16500,playful,0.84,0.82,0.74,0.78,71,31,29,54
16501,playfully,0.84,0.82,0.74,0.78,71,31,29,54
16502,playfulness,0.84,0.82,0.74,0.78,71,31,29,54
16503,playground,0.0,0.05,0.0,0.01,0,2,0,1
16504,playing,0.84,0.82,0.74,0.78,71,31,29,54
16505,playingwithtraditionalfire,0.01,0.0,0.0,0.0,1,0,0,0
16506,plays,0.84,0.82,0.74,0.78,71,31,29,54
16507,plaza,0.06,0.0,0.0,0.0,5,0,0,0
16508,plea,0.01,0.0,0.0,0.01,1,0,0,1
16509,pleaded,0.02,0.0,0.0,0.03,2,0,0,2
16510,pleading,0.02,0.0,0.0,0.03,2,0,0,2
16511,pleads,0.02,0.0,0.0,0.03,2,0,0,2
16512,pleas,0.01,0.0,0.0,0.01,1,0,0,1
16513,pleasant,0.01,0.0,0.0,0.0,1,0,0,0
16514,please,0.06,0.05,0.15,0.04,5,2,6,3
16515,pleases,0.06,0.05,0.15,0.04,5,2,6,3
16516,pleasing,0.06,0.05,0.15,0.04,5,2,6,3
16517,pleasurable,0.18,0.26,0.18,0.2,15,10,7,14
16518,pleasure,0.18,0.26,0.18,0.2,15,10,7,14
16519,pleasures,0.18,0.26,0.18,0.2,15,10,7,14
16520,pledged,0.01,0.0,0.0,0.0,1,0,0,0
16521,pleiades,0.02,0.0,0.03,0.03,2,0,1,2
16522,plenitude,0.01,0.0,0.0,0.0,1,0,0,0
16523,plenteous,0.01,0.0,0.0,0.0,1,0,0,0
16524,plenty,0.02,0.03,0.03,0.09,2,1,1,6
16525,plethora,0.02,0.0,0.0,0.0,2,0,0,0
16526,plight,0.01,0.0,0.05,0.0,1,0,2,0
16527,plodding,0.0,0.03,0.0,0.0,0,1,0,0
16528,plot,0.07,0.05,0.1,0.07,6,2,4,5
16529,plots,0.07,0.05,0.1,0.07,6,2,4,5
16530,plotting,0.07,0.05,0.1,0.07,6,2,4,5
16531,ploughshares,0.02,0.05,0.08,0.03,2,2,3,2
16532,plucked,0.05,0.0,0.03,0.03,4,0,1,2
16533,plucking,0.05,0.0,0.03,0.03,4,0,1,2
16534,plucks,0.05,0.0,0.03,0.03,4,0,1,2
16535,plug,0.01,0.0,0.0,0.01,1,0,0,1
16536,plugs,0.01,0.0,0.0,0.01,1,0,0,1
16537,plum,0.05,0.03,0.05,0.01,4,1,2,1
16538,plumaroja,0.0,0.0,0.0,0.01,0,0,0,1
16539,plumb,0.01,0.05,0.08,0.0,1,2,3,0
16540,plumbed,0.01,0.05,0.08,0.0,1,2,3,0
16541,plumbing,0.01,0.05,0.08,0.0,1,2,3,0
16542,plumbs,0.01,0.05,0.08,0.0,1,2,3,0
16543,pluming,0.0,0.03,0.0,0.0,0,1,0,0
16544,plump,0.0,0.03,0.0,0.0,0,1,0,0
16545,plundering,0.0,0.03,0.0,0.0,0,1,0,0
16546,plunge,0.02,0.08,0.03,0.03,2,3,1,2
16547,plunges,0.02,0.08,0.03,0.03,2,3,1,2
16548,plunging,0.02,0.08,0.03,0.03,2,3,1,2
16549,plurality,0.01,0.0,0.0,0.0,1,0,0,0
16550,plus,0.0,0.0,0.03,0.03,0,0,1,2
16551,plutonium,0.0,0.0,0.0,0.01,0,0,0,1
16552,ply,0.02,0.03,0.03,0.0,2,1,1,0
16553,plying,0.02,0.03,0.03,0.0,2,1,1,0
16554,pm,0.02,0.05,0.0,0.01,2,2,0,1
16555,po,0.07,0.11,0.1,0.1,6,4,4,7
16556,pob,0.01,0.0,0.0,0.0,1,0,0,0
16557,pocked,0.0,0.0,0.0,0.01,0,0,0,1
16558,pocket,0.06,0.03,0.03,0.09,5,1,1,6
16559,pockets,0.06,0.03,0.03,0.09,5,1,1,6
16560,pocketsized,0.0,0.0,0.0,0.01,0,0,0,1
16561,pod,0.0,0.0,0.03,0.1,0,0,1,7
16562,podcast,0.0,0.0,0.0,0.03,0,0,0,2
16563,podcasts,0.0,0.0,0.0,0.03,0,0,0,2
16564,podium,0.0,0.03,0.0,0.0,0,1,0,0
16565,pods,0.0,0.0,0.03,0.1,0,0,1,7
16566,poe,0.0,0.0,0.03,0.12,0,0,1,8
16567,poelzig,0.0,0.0,0.03,0.0,0,0,1,0
16568,poem,11.68,11.5,11.77,11.97,993,437,459,826
16569,poemand,0.0,0.0,0.05,0.01,0,0,2,1
16570,poemburning,0.01,0.0,0.0,0.0,1,0,0,0
16571,poemeven,0.0,0.03,0.0,0.0,0,1,0,0
16572,poemin,0.0,0.0,0.0,0.01,0,0,0,1
16573,poeminsaint,0.01,0.0,0.0,0.0,1,0,0,0
16574,poemis,0.0,0.0,0.03,0.0,0,0,1,0
16575,poemoftheweekorg,0.0,0.0,0.0,0.01,0,0,0,1
16576,poems,11.68,11.5,11.77,11.97,993,437,459,826
16577,poemsa,0.0,0.0,0.03,0.0,0,0,1,0
16578,poemsbelief,0.01,0.0,0.0,0.0,1,0,0,0
16579,poemsbut,0.0,0.0,0.0,0.01,0,0,0,1
16580,poemsfrom,0.01,0.0,0.0,0.0,1,0,0,0
16581,poemsin,0.01,0.0,0.0,0.0,1,0,0,0
16582,poemsis,0.0,0.0,0.0,0.01,0,0,0,1
16583,poemspoems,0.0,0.03,0.0,0.0,0,1,0,0
16584,poemspoets,0.0,0.0,0.0,0.01,0,0,0,1
16585,poemsrhythmic,0.01,0.0,0.0,0.0,1,0,0,0
16586,poemssomething,0.0,0.0,0.0,0.01,0,0,0,1
16587,poemstory,0.0,0.0,0.0,0.01,0,0,0,1
16588,poemthe,0.01,0.0,0.0,0.01,1,0,0,1
16589,poemwriting,0.01,0.0,0.0,0.0,1,0,0,0
16590,poem??into,0.01,0.0,0.0,0.0,1,0,0,0
16591,poes,0.0,0.0,0.03,0.12,0,0,1,8
16592,poesie,0.01,0.08,0.03,0.0,1,3,1,0
